FaceID,X,Y,Z,Heat Flux
8883,0.146833333333333,0.10338333384196,0.0948383992513021,-1634563.85932425
8884,0.147166666666667,0.103700665791829,0.0986723988850911,-1649723.73527411
8885,0.146833333333333,0.10338333384196,0.0880050684611003,-1638380.61433083
8886,0.147166666666667,0.103700665791829,0.091805066426595,-1649277.80698991
8887,0.146833333333333,0.10338333384196,0.0811717351277669,-1637096.2049297
8888,0.147166666666667,0.103700665791829,0.0849384028116862,-1644534.71542985
8889,0.146833333333333,0.10338333384196,0.0743383992513021,-1636575.53060667
8890,0.147166666666667,0.103700665791829,0.0780717341105143,-1639829.43768236
8891,0.146833333333333,0.10338333384196,0.0675043983459473,-1635635.65472828
8892,0.147166666666667,0.103700665791829,0.0712050654093424,-1646283.34088151
8893,0.146833333333333,0.10338333384196,0.0606703974405924,-1628667.40716062
8894,0.147166666666667,0.103700665791829,0.0643370653788249,-1647087.73975917
8895,0.146833333333333,0.10338333384196,0.0538370602925618,-1620063.24590468
8896,0.147166666666667,0.103700665791829,0.0574703954060872,-1581624.96516508
8897,0.146833333333333,0.10338333384196,0.0470037320454915,-1380824.68536193
8898,0.147166666666667,0.103700665791829,0.0506030616760254,-1252521.72803099
8899,0.146833333333333,0.10338333384196,0.0401704037984212,-523689.245325475
8900,0.147166666666667,0.103700665791829,0.0437370694478353,-615803.531927302
8901,0.147833333333333,0.104352666219076,0.23820866394043,-1644713.03954705
8902,0.148166666666667,0.104687334696452,0.242808664957682,-1637652.80775689
8903,0.147833333333333,0.104352666219076,0.245141998291016,-1646924.231283
8904,0.148166666666667,0.104687334696452,0.235841334025065,-1635798.93767354
8905,0.147833333333333,0.104352666219076,0.231274663289388,-1643468.34897328
8906,0.148166666666667,0.104687334696452,0.228874664306641,-1635080.43450314
8907,0.147833333333333,0.104352666219076,0.224341461181641,-1643620.89812539
8908,0.148166666666667,0.104687334696452,0.221908264160156,-1636022.48765039
8909,0.147833333333333,0.104352666219076,0.217407730102539,-1644145.09753153
8910,0.148166666666667,0.104687334696452,0.214941731770833,-1625974.33645126
8911,0.147833333333333,0.104352666219076,0.210474395751953,-1644733.16675101
8912,0.148166666666667,0.104687334696452,0.207974395751953,-1627703.52301054
8913,0.147833333333333,0.104352666219076,0.203541061401367,-1646057.90581251
8914,0.148166666666667,0.104687334696452,0.201007731119792,-1628506.30271796
8915,0.147833333333333,0.104352666219076,0.1966083984375,-1648623.47055036
8916,0.148166666666667,0.104687334696452,0.194041732788086,-1629491.47180738
8917,0.147833333333333,0.104352666219076,0.189675735473633,-1650816.49627765
8918,0.148166666666667,0.104687334696452,0.18707573445638,-1671323.5110738
8919,0.147833333333333,0.104352666219076,0.182741734822591,-1651733.52664018
8920,0.148166666666667,0.104687334696452,0.180107732137044,-1671073.00752477
8921,0.147833333333333,0.104352666219076,0.175807067871094,-1650835.76370756
8922,0.148166666666667,0.104687334696452,0.173140401204427,-1669674.60856959
8923,0.147833333333333,0.104352666219076,0.168873733520508,-1648876.22055738
8924,0.148166666666667,0.104687334696452,0.166173731486003,-1669185.47170821
8925,0.147833333333333,0.104352666219076,0.161940399169922,-1648509.71514338
8926,0.148166666666667,0.104687334696452,0.159207733154297,-1670225.67071558
8927,0.147833333333333,0.104352666219076,0.155007731119792,-1651890.5272628
8928,0.148166666666667,0.104687334696452,0.152240397135417,-1671687.40447855
8929,0.147833333333333,0.104352666219076,0.148072397867839,-1655423.26600751
8930,0.148166666666667,0.104687334696452,0.145272399902344,-1673453.05383885
8931,0.147833333333333,0.104352666219076,0.141139068603516,-1657266.8477995
8932,0.148166666666667,0.104687334696452,0.138306401570638,-1639745.83079371
8933,0.147833333333333,0.104352666219076,0.13420573425293,-1656736.40714111
8934,0.148166666666667,0.104687334696452,0.131339065551758,-1636667.88446928
8935,0.147833333333333,0.104352666219076,0.127271733601888,-1654307.32862991
8936,0.148166666666667,0.104687334696452,0.124371734619141,-1634270.80362348
8937,0.147833333333333,0.104352666219076,0.120338401794434,-1651254.63559283
